solute,dG_es_MD,dG_cav_MD,dG_disp_MD,dG_np_MD,dG_tot_MD,dG_tot_expt,dG_es_SLIC,M_w,SASA_VdW,SESA_VdW,SESV_VdW,VdWA_VdW,VdWV_VdW,SASA_Mob,SESA_Mob,SESV_Mob,VdWA_Mob,VdWV_Mob,SASA_Bondii,SESA_Bondii,SESV_Bondii,VdWA_Bondii,VdWV_Bondii,SASAB,SASVB,SASAM,SASVM,SASAV,SASVV,totAB,totAM,totVM,totVB
ethyl_benzoate,-6.33,18.64,-16.99,1.65,-4.68,-3.64,-7.62,150,356.9,176.2,148.7,176.1,151.7,374.3,189.4,169.2,197.9,155.4,376.7,193.8,186.6,197.7,181.8,376.7,579.7,374.3,520.5,356.9,513.5,739.107,632.675,334.656,436.25
ethyl_butanoate,-5.39,15.79,-13.44,2.35,-3.04,-2.49,-6.05,116,333.9,158.8,128.5,158.7,131.4,355.1,174.1,151.7,184.9,137.5,349.2,172.8,156.9,177.3,152.1,349.2,516.2,355.1,472.5,333.9,465.2,630.786,567.933,291.113,354.12
ethyl_formate,-4.52,10.47,-8.94,1.53,-2.99,-2.56,-6.02,74,237.2,101.2,74.4,101.2,76.4,248,108.5,85,112.6,78.1,253.4,113.9,94.5,115.7,92.8,253.4,345.8,248,307.5,237.2,304,352.569,306.788,156.257,198.38
ethyl_hexanoate,-5.43,19.17,-16.54,2.63,-2.8,-2.23,-6.1,144,396.9,197.1,165.3,197,168.7,420.6,215.3,195.7,231.1,176.6,413.2,212.5,198.9,219,191.8,413.2,630.8,420.6,581.9,396.9,572.3,816.264,739.447,379.325,457.96
ethyl_pentanoate,-5.47,18.13,-15.75,2.38,-3.09,-2.49,-6.19,130,365.1,177.8,146.8,177.7,150,387.6,194.6,173.6,207.8,156.8,380.9,192.6,178,198,171.8,380.9,573.2,387.6,526.8,365.1,518.4,723.525,653.69,335.219,406.04
ethyl_phenyl_ether,-4.12,15.5,-13.39,2.11,-2.01,-2.22,-4.9,122,323.5,154.6,127.7,154.6,130.4,342,168,147.4,174.7,136.4,341,170.4,160.3,173.1,157.1,341,512,342,460.3,323.5,454.3,651.666,564.603,297.047,381.42
ethyl_propanoate,-5.51,14.63,-12.51,2.12,-3.39,-2.68,-6.31,102,302.6,139.7,109.8,139.6,112.9,322.5,153.5,129.8,161.8,118,317.3,153.1,135.9,156.6,132.2,317.3,459.2,322.5,417.8,302.6,412,538.047,482.176,247.007,302.21
ethylamine,-5,8.2,-6.34,1.86,-3.14,-4.5,-5.81,45,203.6,82.1,57.5,82.1,59.4,208.9,85.8,64,88.3,59.2,216.8,92,72.1,93.1,70.9,216.8,282.4,208.9,253.1,203.6,250.6,291.273,231.964,116.097,157.11
ethylbenzene,-2.76,14.79,-12.62,2.17,-0.59,-0.79,-3.09,106,302.6,144.1,120.9,144,123.2,321.6,157.8,141.7,166.9,130.1,319,158.3,150.4,162,146.7,319,478.5,321.6,430.3,302.6,425.3,614.49,540.563,285.523,360.11
fluorene,-5.31,19.78,-18.76,1.02,-4.29,-3.35,-6.06,166,364.1,185.4,164.7,185.3,168.1,383.1,199.8,188.2,208.9,175.1,383.8,203,207.8,206.7,203.5,383.8,612,383.1,547.3,364.1,541.3,865.815,731.537,397.018,527.66
fluorobenzene,-2.1,11.55,-9.52,2.03,-0.07,-0.8,-2.86,96,252.5,112.9,88.9,115.1,93.7,267.6,123.2,103.2,126.6,96.8,272.7,128.5,116.1,129.8,114.7,272.7,390.7,267.6,340.2,252.5,337,444.951,378.104,204.067,268.39
fluoromethane,-1.61,4.59,-2.19,2.4,0.79,-0.22,-2.14,34,155,53.9,32.3,53.9,33.4,164,59.3,38.7,59.9,36.6,170.9,64.4,44.4,64.5,44.4,170.9,203,164,172.5,155,171.8,151.152,132.68,66.246,82.43
formaldehyde,-4.87,4.87,-3.22,1.65,-3.22,-2.75,-6.11,30,149.4,51,30.3,51,31.3,154.4,54,34.1,54.2,32.5,165.8,61.6,42.1,61.8,42.3,165.8,195.4,154.4,164.3,149.4,163.9,129.915,110.304,55.857,73.23
halothane,-1.59,12.34,-10.05,2.29,0.7,-0.11,-1.82,197.4,256.9,116.1,95.5,116,97.4,265.2,122,105.7,167.4,119.2,288.5,138.9,130.5,142.9,126.7,288.5,423.4,265.2,352.8,256.9,349.3,344.735,276.539,155.704,218.46
hept_1_ene,-0.33,14.95,-11.65,3.3,2.97,1.66,-0.7,98,330.4,158.5,129.9,158.4,132.5,351.5,174.7,157,187.2,142,346.5,172.2,157.5,177,151.9,346.5,514.3,351.5,470.4,330.4,463.7,649.173,597.668,306.957,363.41
hept_1_yne,-0.8,14.28,-11.2,3.08,2.28,0.6,-1.31,96,322.3,152.5,123.3,152.4,125.7,342.4,167.7,148.1,178.2,134.9,341,168.2,152.6,172.3,147.8,341,502.7,342.4,453.5,322.3,447.3,606.699,552.386,286.697,345.01
heptan_1_ol,-5.09,17.02,-14.65,2.37,-2.72,-4.21,-5.87,116,353.2,173.4,145.5,173.3,148.2,369.7,187,171.3,202,154,368.8,186.3,172.4,192.2,165.7,368.8,554.7,369.7,513.4,353.2,505.3,728.823,649.208,332.049,403.13
heptan_2_one,-5.3,16.71,-14.21,2.5,-2.8,-3.04,-5.84,114,342.5,166.6,138.8,166.5,141.5,363.5,182.9,166.5,196.8,150.4,358.7,180.3,167.1,185.9,161,358.7,538.2,363.5,494.1,342.5,486.6,686.349,629.65,323.695,384.73
heptan_4_one,-5.19,16.16,-13.65,2.51,-2.68,-2.92,-5.42,114,341.4,166,138.7,165.9,141.4,363.6,183,166.6,196.7,150.4,356.6,179.3,167,184.9,160.7,356.6,535.7,363.6,493.1,341.4,485.4,686.349,629.65,323.695,384.73
heptanal,-5.06,17.16,-14.73,2.43,-2.63,-2.67,-5.84,114,342.2,166.4,138.8,166.3,141.6,360.6,181.3,165.7,195.2,149.7,358.8,180.3,166.9,185.8,160.9,358.8,538.1,360.6,494,342.2,486.4,686.349,627.248,322.094,384.73
hex_1_ene,-0.33,13.12,-10.2,2.92,2.59,1.58,-0.69,84,298.6,139.2,111.3,139.1,113.8,318.4,153.9,134.9,163.9,122.4,314.2,152.2,136.3,155.9,131.9,314.2,456.5,318.4,415.3,298.6,409.8,556.434,511.911,262.851,311.5
hex_1_yne,-0.81,12.93,-10.02,2.91,2.1,0.29,-1.33,82,291.1,133.4,104.9,133.4,107.2,309.9,147.2,126.2,155.2,115.6,309.2,148.5,131.4,151.5,128.1,309.2,445.8,309.9,399.2,291.1,394,513.96,466.629,242.591,293.09
hexa_15_diene,-0.65,12.36,-9.27,3.09,2.44,1.01,-1.31,82,284.9,131,106.3,130.9,109.2,302.8,144,126.4,153.8,113.7,300.6,144.7,132.8,149.4,127.6,300.6,438.3,302.8,395.4,284.9,390,513.96,462.244,239.616,293.09
hexafluoropropene,-1.17,10.07,-6.61,3.46,2.29,-3.76,-1.51,150,251.9,112.1,87.8,112,89.7,268.2,123.7,105.1,129.2,98,281.2,133.3,119.7,136.7,116.5,281.2,403.7,268.2,338.7,251.9,335.3,373.851,311.601,172.854,228.41
hexan_1_ol,-5.08,15.46,-13.41,2.05,-3.03,-4.4,-5.79,102,321.9,154.3,127.3,154.2,129.6,337.2,166.5,149.5,179.1,134.6,337,166.5,151.4,171.5,145.9,337,497.7,337.2,459,321.9,452,636.084,563.451,287.943,351.22
hexan_2_one,-5.28,14.89,-12.38,2.51,-2.77,-3.28,-5.87,100,310.8,147.4,120.6,147.3,122.9,330.5,162.3,144.5,173.5,131,326.6,160.5,146.2,165.2,141.1,326.6,481,330.5,439.4,310.8,433,593.61,543.893,279.589,332.81
hexan_3_ol,-4.96,14.92,-12.59,2.33,-2.63,-4.06,-4.91,102,312.9,150.2,127,150,129.4,329.9,163,149.5,175.9,135.1,327.4,162.3,151,167.3,145.5,327.4,487.5,329.9,449.1,312.9,442.7,636.084,566.507,289.965,351.22
hexanal,-5.09,15,-12.87,2.13,-2.96,-2.81,-5.98,100,311.9,147.9,120.7,147.8,123.3,329,161.3,144.2,172.9,130.2,328.1,161.1,146.5,165.7,141.3,328.1,482.6,329,440.7,311.9,434.4,593.61,541.491,277.988,332.81
hexanoic_acid,-6.93,16.38,-14.53,1.85,-5.08,-6.21,-10.34,116,328.9,157.8,129.5,157.7,132.4,339.8,167.8,150.7,180.2,136.2,345.6,171.6,156.8,176.7,151,345.6,512.5,339.8,468.8,328.9,462.1,630.786,551.878,285.49,354.12
hydrazine,-8.36,5.24,-3.98,1.26,-7.1,-9.3,-12.72,32,161.7,57.6,34.9,57.6,36.2,146.5,50.1,31.5,50.3,30.3,175.8,66.8,45.9,67.3,45.3,175.8,209.6,146.5,182.8,161.7,181.7,169.116,86.088,42.408,88.15
imidazole,-8.49,10.08,-9.44,0.64,-7.85,-9.63,-9.3,68,211.4,87,62.9,87,64.6,214.4,89.7,69.2,90.6,66.2,229.7,101,84.4,101.6,84,229.7,309.9,214.4,266.5,211.4,264.7,319.911,252.64,134.696,188.68
indane,-2.97,15.89,-14.62,1.27,-1.7,-1.46,-3.2,118,307.9,148.1,126.3,148,129.1,327.5,162.4,148.5,170.9,136.6,323.3,161.7,156.1,164.3,153.2,323.3,489.7,327.5,442.8,307.9,437.6,664.755,580.161,308.774,393.62
iodobenzene,-2.11,14.58,-12.81,1.77,-0.34,-1.74,-2.97,203.9,283.6,132.3,109.2,132.2,111.3,294.1,139.8,120.9,144.4,113.3,310.6,153.2,146.2,155.4,143.9,310.6,464.6,294.1,396.3,283.6,392.8,475.412,394.697,219.003,299.38
iodoethane,-1.93,10.32,-8.49,1.83,-0.1,-0.74,-2.78,155.9,223.8,94.5,70.9,94.5,72.6,232.9,100.6,79.6,104.2,73.9,246.4,111.1,95.7,112.7,94.1,246.4,340,232.9,289.2,223.8,286.6,274.352,238.086,127.31,165.34
iodomethane,-1.9,8.36,-6.43,1.93,0.03,-0.89,-2.79,141.9,191.3,75.2,52.7,75.2,53.8,195.1,77.5,56.2,78.7,53.2,215.4,91.9,74.8,92.5,74.3,215.4,283.9,195.1,233.6,191.3,232.2,181.613,149.273,81.182,113.43
isoamyl_acetate,-5.44,17.77,-15.38,2.39,-3.05,-2.21,-6.45,130,351.3,171.7,146.5,171.6,149.5,373.4,187.7,172.1,201.3,156.1,368.6,186.9,176.8,192.7,170.9,368.6,559.6,373.4,511.9,351.3,504.3,723.525,653.69,335.219,406.04
isoamyl_formate,-5.17,16,-14.22,1.78,-3.39,-2.13,-6.52,116,316.7,151.9,129,151.7,131.6,332.2,163.5,149.4,175.4,135.7,334.8,166.6,156.3,171.7,151.2,334.8,501.2,332.2,455.1,316.7,448.9,630.786,564.059,288.575,354.12
isobutyl_acetate,-5.23,15.84,-13.41,2.43,-2.8,-2.36,-6.08,116,325.7,156.5,129.7,156.4,132.4,345.6,171.3,152.4,183,137.6,342.4,170.7,157.8,175.9,151.8,342.4,510.9,345.6,466.3,325.7,459,630.786,567.933,291.113,354.12
isobutyl_formate,-5,14.23,-12.44,1.79,-3.21,-2.22,-6.15,102,292.4,136.4,111.9,136.3,114,306.9,147,129,157.2,117,309.7,150.4,136.7,155,132.1,309.7,452.8,306.9,409.5,292.4,403.9,538.047,478.302,244.469,302.21
isobutyl_isobutanoate,-5.29,19.29,-16.55,2.74,-2.55,-1.69,-5.55,144,381.5,192.1,167.4,192,170.8,404.4,210.4,197.8,228.5,176.5,397.9,207,200.3,215.1,191.2,397.9,617.6,404.4,570.7,381.5,560.2,816.264,739.447,379.325,457.96
isobutylbenzene,-2.66,17.37,-14.71,2.66,0,0.16,-2.78,134,341.6,171.3,157.5,171,160.6,362.2,186.6,184.2,201.8,168.3,358.2,185.9,190.8,192.7,184.2,358.2,565.2,362.2,515.1,341.6,508.2,799.968,712.077,373.735,463.94
isobutyraldehyde,-4.98,10.99,-8.94,2.05,-2.93,-2.86,-5.83,72,244.2,107.7,84.4,107.6,86.5,258.9,118.1,100.4,125.5,91.4,259.3,119.4,104.4,122.5,101.2,259.3,363.3,258.9,327.2,244.2,323.4,408.132,369.977,189.776,228.98
isoflurane,-4.21,13.43,-10.6,2.83,-1.38,0.1,-4.88,184.5,291.5,136.6,114.1,136.5,116.4,304.8,146.1,129.2,193.9,139.9,322.8,159.9,151.2,165.8,145.6,322.8,482.9,304.8,411,291.5,406.2,469.135,382.144,207.46,282.91
isopropyl_acetate,-5.15,14.24,-12.01,2.23,-2.92,-2.64,-6.22,102,290.9,135.7,111.1,135.6,113.7,309.5,148.9,131.1,158.8,118.5,306.9,149,136.4,153.4,131.4,306.9,449.3,309.5,407.6,290.9,402,538.047,485.232,249.029,302.21
isopropyl_formate,-4.37,12.28,-10.55,1.73,-2.64,-2.02,-5.76,88,259.3,116.4,92.5,116.4,94.7,272.7,126,107.2,133,98.1,275.4,129.3,114.8,132.4,111.7,275.4,392.1,272.7,352.4,259.3,348,445.308,395.601,202.385,250.29
m_cresol,-6.94,14.05,-12.39,1.66,-5.28,-5.49,-7.82,108,287.3,134.7,110.2,134.6,112.5,299.9,143.7,124.7,149.4,115.7,305.2,149.3,139.1,151.9,136.2,305.2,451,299.9,401.8,287.3,397.8,558.927,463.668,247.913,329.51
m_xylene,-2.71,14.18,-11.64,2.54,-0.17,-0.83,-3,106,303.4,144.3,119.2,144.3,122,323.5,158.7,140.5,166,130,319.9,158.6,149.9,161.8,146.4,319.9,478.6,323.5,429.4,303.4,425,614.49,541.44,286.118,360.11
methane,0,4.12,-1.58,2.54,2.54,1.99,-0.01,16,143.8,47.7,27.3,47.7,28.3,158.4,56.1,35.8,56.5,33.9,156.1,56,36.7,56.1,36.9,156.1,179.3,158.4,155,143.8,154.6,135.213,132.793,65.556,70.32
methanesulfonyl_chloride,-6.85,11.68,-11.16,0.52,-6.33,-4.87,-9.27,114.5,235.2,101.9,77.8,101.9,79.4,239.7,105.1,83.2,109.2,77,258.1,118.5,103.2,120.9,100.7,258.1,360.7,239.7,309.7,235.2,306.4,299.768,241.715,128.876,182.05
methanethiol,-2.25,6.51,-4.52,1.99,-0.26,-1.24,-3.4,48,182.3,69.6,46.5,69.6,47.8,182,69.8,48.6,70.7,45.8,202.6,83.7,64.8,84.3,64.4,202.6,259.4,182,217.4,182.3,215.9,193.843,146.481,75.564,112.54
methanol,-5.15,5.4,-3.73,1.67,-3.48,-5.1,-6.96,32,163.5,58.6,36,58.6,37.4,164.3,59.4,38.6,59.9,36.4,321.7,117.7,79.4,67.7,46.8,321.7,211.7,164.3,185.9,163.5,184.8,172.389,131.61,65.391,91.64
methoxyflurane,-2.49,13.97,-12.19,1.78,-0.71,-1.12,-3.27,165,287.6,134.4,112.7,134.3,115,295.7,140.4,123.8,148.5,114,315.6,155.8,148.7,160.7,143.9,315.6,472.4,295.7,405,287.6,400.5,452.891,371.186,199.782,273.46
methyl_acetate,-5.44,10.92,-9.21,1.71,-3.73,-3.13,-7.06,74,236.4,100.8,74,100.8,75.9,248.2,108.5,84.6,112.1,78.3,252.3,113.5,94.2,115.2,92.6,252.3,344.4,248.2,305.7,236.4,302.7,352.569,307.606,156.773,198.38
methyl_benzoate,-6.3,16.92,-15.68,1.24,-5.06,-3.92,-7.96,136,323.5,155.9,129.9,155.9,132.4,336.9,165.6,144.9,171.6,135.1,343.6,173.2,165.1,176.1,161.9,343.6,520.4,336.9,462.3,323.5,457.3,646.368,543.862,288.528,384.33
methyl_butanoate,-5.36,14.41,-12.37,2.04,-3.32,-2.83,-6.31,102,298.1,138.2,109.8,138.2,112.4,313.8,149.6,128,157.8,117,313.9,151.8,135.7,155.3,132,313.9,455.5,313.8,412.7,298.1,407.5,538.047,479.12,244.985,302.21
methyl_chloroacetate,-5.16,12.57,-11.33,1.24,-3.92,-4,-6.83,108.5,260.2,115.4,88.1,115.4,90.3,267.1,120.1,96.1,124.1,89.3,282.2,132.4,115.5,134.5,113.4,282.2,399.7,267.1,347.4,260.2,343.8,384.142,318.337,166.115,225.26
methyl_cyanoacetate,-6.89,13.43,-12.05,1.38,-5.51,-6.72,-9.31,99,270,120.5,92.2,120.5,94.4,282.5,129,104.5,133.7,96.8,292.3,138,120.5,140.5,117.9,292.3,415.7,282.5,361.9,270,358.1,423.681,358.195,188.498,248.35
methyl_cyclohexanecarboxylate,-5.51,18.58,-17.36,1.22,-4.29,-3.3,-5.78,142,339.1,167.5,153.2,167.4,156.6,357.2,181.4,178.4,197.7,161,353.4,180.9,182.4,187.6,175.4,353.4,549.9,357.2,507.6,339.1,499.9,773.79,689.355,355.853,439.55
methyl_cyclohexyl_ketone,-5.38,17.11,-15.63,1.48,-3.9,-3.9,-5.71,126,326,160.4,144.8,160.2,148.1,346.2,175.7,172.4,192.6,155.6,340.7,173.1,172,179.9,165.1,340.7,525.2,346.2,484.4,326,477.5,736.614,668.371,346.351,418.24
methyl_cyclopropanecarboxylate,-6.3,12.99,-11.18,1.81,-4.49,-4.1,-6.81,100,282.1,128.7,102.4,128.6,104.7,296.6,138.8,117.3,146.2,107.1,298.7,142.8,127.8,145.9,124.5,298.7,430.7,296.6,387.2,282.1,382.2,495.573,432.084,223.535,283.8
methyl_cyclopropyl_ketone,-5.82,11.89,-9.81,2.08,-3.74,-4.61,-5.59,84,262.7,117.9,92.9,117.8,95,280.6,130.1,110.1,136.7,101.4,278.7,131,116.3,133.7,113.6,278.7,397,280.6,356,262.7,351.7,458.397,411.1,214.033,262.49
methyl_ethyl_ether,-2.84,9.53,-7.51,2.02,-0.82,-2.1,-3.27,60,233.2,98.7,71.5,98.6,73.7,246.1,107.3,83.5,111.2,76.7,246.6,109.6,89.5,111,87.9,246.6,332.8,246.1,300.1,233.2,296.8,357.867,319.179,159.226,195.47
methyl_ethyl_sulfide,-1.93,10.82,-8.55,2.27,0.34,-1.5,-2.58,76,247.8,108.4,82.6,108.4,84.9,260.3,117,95.2,122.4,87,265.2,122.4,106.7,124.8,104.2,265.2,372,260.3,328.3,247.8,324.8,379.321,331.572,169.752,216.37
methyl_formate,-4.48,8.89,-7.58,1.31,-3.17,-2.78,-6.12,60,201.8,81,56.6,81,58.2,207,84.4,62.1,86.6,57.9,218.6,93.2,74,94.4,73,218.6,286.2,207,249.3,201.8,247.6,259.83,217.975,110.129,146.46
methyl_hexanoate,-5.36,18.19,-15.85,2.34,-3.02,-2.49,-6.39,130,361.4,176.9,147.2,176.7,150.3,379.6,191.1,172.6,204.8,156.2,378.3,191.8,178.2,197.5,171.9,378.3,571.1,379.6,523.3,361.4,515.5,723.525,650.634,333.197,406.04
methyl_isopropyl_ether,-2.89,11.5,-9.36,2.14,-0.75,-2.01,-3.13,74,253.8,113.3,89.7,113.3,92,268.9,123.9,105.6,131,96.4,268.1,124.8,109.8,127.8,106.7,268.1,378.8,268.9,343.3,253.8,339.2,450.606,407.992,205.354,247.38
methyl_methanesulfonate,-8.81,13.28,-12.76,0.52,-8.29,-4.87,-11.18,110,259.1,115.6,89.7,115.5,91.9,265.6,120.1,97.2,125.7,88.7,276.3,129.3,113.5,132.3,110.2,276.3,391.2,265.6,348.5,259.1,344.6,398.11,331.613,169.098,228.39
methyl_octanoate,-5.31,21.59,-19.22,2.37,-2.94,-2.04,-6.25,158,424,215.1,184.3,214.9,187.6,444.7,232.2,216.5,251.1,194.9,441.9,231.3,220.4,239.2,211.8,441.9,685.3,444.7,632.3,424,622.2,909.003,822.148,421.409,509.87
methyl_p_methoxybenzoate,-7.45,20.37,-19.24,1.13,-6.32,-5.33,-9.59,166,366.8,182.3,155.6,182.2,158.5,379,191.5,171.4,199.5,159.3,388.2,201.2,195.9,205.4,191.3,388.2,602.1,379,537.6,366.8,531.5,776.283,651.48,342.731,457.56
methyl_p_nitrobenzoate,-6.27,21.06,-21.18,-0.12,-6.39,-6.88,-8.02,181,362,180.5,154.3,180.4,157.1,371.2,187.9,168.3,196,156.7,386.2,200.7,195.5,205.2,190.7,386.2,599.9,371.2,531.7,362,525.8,741.567,615.309,328.098,443.43
methyl_pentanoate,-5.43,15.86,-13.94,1.92,-3.51,-2.56,-6.45,116,329.8,157.7,129.1,157.6,131.8,346.8,170.5,150.8,182,136.5,346.2,171.9,157.4,176.8,152,346.2,513.7,346.8,468.8,329.8,462,630.786,564.877,289.091,354.12
methyl_propanoate,-5.47,12.57,-10.93,1.64,-3.83,-2.93,-6.61,88,267.2,119.5,92,119.5,94.7,281.5,129.4,106.9,135.8,97.8,282.5,132.4,115.4,135.2,112.4,282.5,399.7,281.5,359.5,267.2,355.5,445.308,393.363,200.879,250.29
methyl_propyl_ether,-2.76,11.46,-9.11,2.35,-0.41,-1.66,-3.3,74,264.3,117.9,90.1,117.9,92.3,279.2,128.4,105.6,135,96.2,278.3,129.4,110.5,132,107.8,278.3,389.9,279.2,354.5,264.3,350,450.606,404.936,203.332,247.38
methyl_t_butyl_ether,-2.95,13.05,-10.7,2.35,-0.6,-2.21,-2.96,88,272.6,126.4,107.5,126.3,109.9,289.4,138.6,127,148.9,115.3,287.3,138.2,129.3,143,124.8,287.3,421.3,289.4,383.9,272.6,379.1,543.345,496.805,251.482,299.3
methyl_tert_butyl_ether,-2.9,12.99,-10.77,2.22,-0.68,-2.21,-2.96,88,272.6,126.4,107.5,126.3,109.9,289.4,138.6,127,148.9,115.3,287.3,138.2,129.3,143,124.8,287.3,421.3,289.4,383.9,272.6,379.1,543.345,496.805,251.482,299.3
methyl_trifluoroacetate,-3.4,12.05,-10.04,2.01,-1.39,-1.1,-4.86,128,261.4,116.3,89.4,116.3,91.5,273.4,124.6,102.2,129.6,94.5,285,134.3,117.5,137.2,114.6,285,404.9,273.4,349.9,261.4,346.6,400.386,334.771,177.041,234.71
methyl_trimethylacetate,-5.28,15.22,-12.93,2.29,-2.99,-2.4,-5.84,116,312.1,149.7,129.4,149.5,131.9,328.9,162.2,150.1,174.6,136.2,327.5,163.2,156.9,169.7,150.8,327.5,494.2,328.9,451.6,312.1,444.5,630.786,564.877,289.091,354.12
methylamine,-5.13,5.71,-4.02,1.69,-3.44,-4.55,-6.39,31,171.7,63.1,39.9,63.1,41.1,168.4,61.9,41.1,62.5,38.8,184.5,72.1,51.4,72.5,51.1,184.5,225,168.4,198.7,171.7,197.2,198.534,143.151,69.969,105.2
methylcyclohexane,0.01,14.47,-12.66,1.81,1.82,1.7,-0.06,98,294.5,140.4,123.8,140.3,127,315.6,156.1,151.1,170.5,136.5,306.8,151,146,156.3,138.9,306.8,460.2,315.6,427.1,294.5,420.8,649.173,600.299,308.742,363.41
methylcyclopentane,0,13.24,-11.12,2.12,2.12,1.59,-0.08,84,273.6,126.8,106.4,126.6,108.8,294,141.6,130.1,152.7,117.6,286.3,137,126.2,140.2,122.5,286.3,416.6,294,383.7,273.6,378.8,556.434,514.542,264.636,311.5
morpholine,-6.62,12.4,-12.06,0.34,-6.28,-7.17,-7.19,87,251.4,112.4,91.5,112.4,93.5,255.5,115.8,98.9,121.5,90.6,264.4,123.2,110.9,125.7,108.3,264.4,376.1,255.5,343,251.4,338.6,471.453,387.947,196.315,263.85
N_acetylpyrrolidine,-8.86,15.47,-14.58,0.89,-7.97,-9.8,-9.3,113,299,142.8,120.9,142.7,123.6,315.3,154.3,139.8,164.5,127.3,314.4,155.5,146.7,159.4,142.5,314.4,469.6,315.3,427.8,299,422.4,614.457,543.537,280.57,349.28
n_butane,0.01,10.13,-7.6,2.53,2.54,2.07,-0.04,58,244.8,107,81.6,107,83.4,264.2,120.8,101.5,127.9,92.4,257.2,117.1,99.1,119.5,96.4,257.2,355.1,264.2,324.4,244.8,320.1,413.43,390.064,197.874,226.07
n_butanethiol,-2.39,12.07,-9.8,2.27,-0.12,-0.99,-3.44,90,274.9,125.8,101.4,125.7,103.6,283.7,133.2,115.8,141.7,105.2,293.6,140.7,127.4,144.2,123.6,293.6,425.2,283.7,379.2,274.9,374.1,472.06,406.808,209.904,268.28
n_butyl_acetate,-5.45,16.08,-13.8,2.28,-3.17,-2.64,-6.53,116,334.6,159.3,128.8,159.2,131.4,355.4,174.3,151.6,185.2,137.5,351,173.8,156.9,178.2,152,351,518.3,355.4,473.3,334.6,466.2,630.786,567.933,291.113,354.12
n_butylacetamide,-9.76,16.22,-14.6,1.62,-8.14,-9.31,-11.34,115,333.7,161,133.2,160.9,135.8,341.8,169.3,152.7,181.6,138.4,350.3,174.8,160.7,180.3,154.7,350.3,522,341.8,478.2,333.7,471,656.931,563.419,290.068,367.68
n_butylamine,-5.11,11.86,-9.57,2.29,-2.82,-4.24,-5.95,73,266.6,120.4,94.4,120.3,96.3,274.8,127.3,108,134.9,98.2,280.5,131.4,114,134.6,110.5,280.5,396.3,274.8,362.2,266.6,357.2,476.751,403.478,204.309,260.94
n_butylbenzene,-2.76,17.57,-15.11,2.46,-0.3,-0.4,-3.09,134,364.6,181.9,157.4,181.8,160.2,386.2,198.6,185.2,212.5,169,382.2,197.5,192.4,203.1,186.2,382.2,591.7,386.2,538.5,364.6,531.1,799.968,712.077,373.735,463.94
n_decane,0.01,21.51,-18.09,3.42,3.43,3.16,-0.09,142,433.7,222,191.6,221.8,195,460.8,244.6,233.2,266.7,209,449.3,236.1,225.3,244.6,215.8,449.3,698.8,460.8,652.3,433.7,640.8,969.864,904.606,462.51,537.57
n_heptane,0.01,16.17,-12.98,3.19,3.2,2.67,-0.06,100,339.3,164.6,136.7,164.4,139.2,362.6,182.7,167.4,197.4,150.6,353.3,176.6,162.3,182.1,156.1,353.3,527,362.6,488.2,339.3,480.6,691.647,647.335,330.192,381.82
n_heptylamine,-4.89,17.14,-14.97,2.17,-2.72,-3.79,-5.81,115,360.3,177.7,149.7,177.5,152.5,373.1,189.2,173.9,204.3,156.6,376.2,190.9,177.3,197.3,170.2,376.2,568.1,373.1,525.8,360.3,517.3,754.968,660.749,336.627,416.69
n_hexane,0.01,13.93,-10.89,3.04,3.05,2.48,-0.06,86,307.3,145.2,118.3,145,120.5,329.2,161.8,145.2,173.9,131.2,320.8,156.6,141,161,136.1,320.8,469,329.2,433,307.3,426.3,598.908,561.578,286.086,329.9
n_hexyl_acetate,-5.49,19.7,-17.18,2.52,-2.97,-2.26,-6.46,144,397.9,197.8,165.7,197.6,168.7,421.2,215.7,195.7,231.7,176.4,415.3,213.6,199.1,220.1,191.9,415.3,633.2,421.2,583.1,397.9,573.5,816.264,739.447,379.325,457.96
n_hexylamine,-4.88,15.66,-13.32,2.34,-2.54,-3.95,-5.62,101,329.1,158.7,131.4,158.5,133.9,340.6,168.7,152,181.3,137.1,344.5,171.2,156.4,176.5,150.5,344.5,511.1,340.6,471.4,329.1,464.1,662.229,574.992,292.521,364.78
n_hexylbenzene,-2.71,21.49,-18.54,2.95,0.24,-0.04,-3.11,162,427.1,220.1,194,219.9,197.3,451.2,239.6,229,258.4,207.7,445.7,237,234.3,244.6,226,445.7,705.7,451.2,647.1,427.1,637.5,985.446,883.591,461.947,567.77
N_methylacetamide,-9.93,11.24,-9.7,1.54,-8.39,-10,-10.6,73,242.3,104.7,78,104.7,79.9,251.5,110.6,86.8,114.4,80.3,257.8,117.1,98.6,119.2,96.3,257.8,355,251.5,316.7,242.3,313.6,378.714,316.669,161.704,211.94
N_methylaniline,-7.1,14.29,-12.93,1.36,-5.74,-4.69,-7.71,107,295.5,138.9,113.5,138.8,115.7,305.7,146.4,126.2,150.9,118,312.6,153.6,143.7,155.9,141,312.6,463.5,305.7,413.9,295.5,409.5,585.072,484.853,255.85,343.07
N_methylmorpholine,-6.46,14.69,-14.1,0.59,-5.87,-6.32,-6.25,101,277.7,129.5,109.8,129.4,112.1,286.5,135.9,121.3,144.7,110.4,291.5,140.9,132.2,144.8,128.3,291.5,428.7,286.5,392.2,277.7,387,564.192,484.225,244.375,315.77
