solute,dG_expt,es_mobley,cav_mobley,disp_mobley,np_mobley,es_SLIC,np_SLIC,SASA,SESV,VdWA,VdWV,tot_area,matched_area,Br1,Br2,Br3,C1,C10,C11,C12,C13,C14,C15,C16,C2,C3,C4,C5,C6,C7,C8,C9,Cl1,Cl2,Cl3,Cl4,Cl5,F1,F2,F3,F4,F5,F6,H1,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H2,H20,H21,H22,H3,H4,H5,H6,H7,H8,H9,I1,I2,N1,N2,O1,O2,O3,O4,O5,O6,P1,S1,S2,Br1_type,Br2_type,Br3_type,C1_type,C10_type,C11_type,C12_type,C13_type,C14_type,C15_type,C16_type,C2_type,C3_type,C4_type,C5_type,C6_type,C7_type,C8_type,C9_type,Cl1_type,Cl2_type,Cl3_type,Cl4_type,Cl5_type,F1_type,F2_type,F3_type,F4_type,F5_type,F6_type,H1_type,H10_type,H11_type,H12_type,H13_type,H14_type,H15_type,H16_type,H17_type,H18_type,H19_type,H2_type,H20_type,H21_type,H22_type,H3_type,H4_type,H5_type,H6_type,H7_type,H8_type,H9_type,I1_type,I2_type,N1_type,N2_type,O1_type,O2_type,O3_type,O4_type,O5_type,O6_type,P1_type,S1_type,S2_type,n_amine,n_amide,n_nitro,n_other,o_carbonyl,o_ester,o_nitro,o_hydroxyl,fluorine,h_hydroxyl,h_amine,h_other,num_acceptor,num_donor
methyl_propyl_ether,-1.66,-2.76,13.81,-11.46,2.35,-3.19,2.33,279.2,105.6,135,96.2,127.388,111.16,0,0,0,0.407,0,0,0,0,0,0,0,0.464,0.205,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0.146,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0.306,0.236,0.419,0.311,0.303,0.297,0.207,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
methyl_t_butyl_ether,-2.21,-2.95,15.4,-13.05,2.35,-2.8,2.36,289.4,127,148.9,115.3,135.894,110.568,0,0,0,0.31,0,0,0,0,0,0,0,0.339,0.305,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.302,0.112,0.445,0,0,0,0,0,0,0,0.214,0,0,0,0.181,0.281,0.28,0.251,0.172,0.236,0.237,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
methyl_tert_butyl_ether,-2.21,-2.9,15.21,-12.99,2.22,-2.8,2.36,289.4,127,148.9,115.3,135.894,110.568,0,0,0,0.31,0,0,0,0,0,0,0,0.339,0.305,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.302,0.112,0.445,0,0,0,0,0,0,0,0.214,0,0,0,0.181,0.281,0.28,0.251,0.172,0.236,0.237,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
methyl_trifluoroacetate,-1.1,-3.4,14.06,-12.05,2.01,-5,2.32,273.4,102.2,129.6,94.5,132.371,103.894,0,0,0,0.104,0,0,0,0,0,0,0,0.494,0.009,0,0,0,0,0,0,0,0,0,0,0,0.494,0.557,0.556,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0.417,0.108,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,f,f,f,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,0,0,0,0,0,0,0,0,0,0,o-sp2,o-sp3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,5,0
methyl_trimethylacetate,-2.4,-5.28,17.51,-15.22,2.29,-5.74,2.45,328.9,150.1,174.6,136.2,160.829,123.653,0,0,0,0.06,0,0,0,0,0,0,0,0.323,0.304,0.328,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.151,0.463,0.369,0,0,0,0,0,0,0,0.286,0,0,0,0.229,0.23,0.255,0.219,0.243,0.256,0.265,0,0,0,0,0.395,0.049,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,o-sp3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
methylamine,-4.55,-5.13,7.4,-5.71,1.69,-7.23,2.08,168.4,41.1,62.5,38.8,70.781,69.703,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0.342,0,0,0,0.353,0.281,0.311,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,0,0,0,0,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
methylcyclohexane,1.7,0.01,16.28,-14.47,1.81,-0.05,2.42,315.6,151.1,170.5,136.5,148.682,124.844,0,0,0,0.231,0,0,0,0,0,0,0,0.227,0.23,0.152,0.144,0.044,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.193,0.182,0.229,0.369,0.251,0,0,0,0,0,0.261,0,0,0,0.319,0.249,0.26,0.328,0.183,0.254,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methylcyclopentane,1.59,0,15.36,-13.24,2.12,-0.07,2.37,294,130.1,152.7,117.6,134.865,114.956,0,0,0,0.238,0,0,0,0,0,0,0,0.249,0.191,0.194,0.07,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0.298,0.262,0.338,0,0,0,0,0,0,0,0.29,0,0,0,0.233,0.31,0.197,0.306,0.265,0.215,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morpholine,-7.17,-6.62,12.74,-12.4,0.34,-7.65,2.28,255.5,98.9,121.5,90.6,121.261,103.71,0,0,0,0.229,0,0,0,0,0,0,0,0.23,0.253,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0.375,0.223,0.249,0.395,0.385,0.247,0.235,0,0,0.173,0,0.227,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,o-sp3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1
N_acetylpyrrolidine,-9.8,-8.86,16.36,-15.47,0.89,-9.45,2.41,315.3,139.8,164.5,127.3,153.275,126.499,0,0,0,0.126,0,0,0,0,0,0,0,0.276,0.279,0.187,0.171,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0.292,0.337,0,0,0,0,0,0,0,0,0.331,0,0,0,0.319,0.321,0.245,0.258,0.158,0.223,0.202,0,0,0.025,0,0.466,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
n_butane,2.07,0.01,12.66,-10.13,2.53,-0.04,2.3,264.2,101.5,127.9,92.4,115.191,107.521,0,0,0,0.376,0,0,0,0,0,0,0,0.4,0.171,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.251,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0.309,0.305,0.357,0.285,0.23,0.223,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
n_butanethiol,-0.99,-2.39,14.34,-12.07,2.27,-3.55,2.34,283.7,115.8,141.7,105.2,138.676,115.975,0,0,0,0.419,0,0,0,0,0,0,0,0.163,0.157,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0.31,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0.298,0.271,0.184,0.214,0.24,0.253,0.293,0,0,0,0,0,0,0,0,0,0,0,0.573,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
n_butyl_acetate,-2.64,-5.45,18.36,-16.08,2.28,-6.45,2.5,355.4,151.6,185.2,137.5,171.218,138.966,0,0,0,0.148,0,0,0,0,0,0,0,0.467,0.46,0.197,0.145,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.238,0.177,0.161,0,0,0,0,0,0,0,0.335,0,0,0,0.351,0.312,0.329,0.412,0.216,0.304,0.214,0,0,0,0,0.46,0.122,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,o-sp3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
n_butylacetamide,-9.31,-9.76,17.84,-16.22,1.62,-12.45,2.47,341.8,152.7,181.6,138.4,172.372,132.272,0,0,0,0.175,0,0,0,0,0,0,0,0.486,0.12,0.207,0.098,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.233,0.211,0.386,0.281,0,0,0,0,0,0,0.434,0,0,0,0.358,0.185,0.236,0.278,0.309,0.182,0.207,0,0,0.371,0,0.489,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp2,0,o-sp2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
n_butylamine,-4.24,-5.11,14.15,-11.86,2.29,-6.79,2.32,274.8,108,134.9,98.2,129.372,105.424,0,0,0,0.432,0,0,0,0,0,0,0,0.195,0.119,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0.342,0.232,0,0,0,0,0,0,0,0,0.324,0,0,0,0.351,0.26,0.276,0.214,0.223,0.242,0.295,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
n_butylbenzene,-0.4,-2.76,20.03,-17.57,2.46,-2.79,2.57,386.2,185.2,212.5,169,195.01,171.251,0,0,0,0.333,0.099,0,0,0,0,0,0,0.333,0.333,0.23,0.215,0.051,0.425,0.107,0.182,0,0,0,0,0,0,0,0,0,0,0,0.393,0.155,0.254,0.288,0.161,0.105,0,0,0,0,0,0.38,0,0,0,0.392,0.205,0.222,0.304,0.301,0.38,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp3,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_decane,3.16,0.01,24.93,-21.51,3.42,-0.08,2.74,460.8,233.2,266.7,209,232.719,173.414,0,0,0,0.501,0.136,0,0,0,0,0,0,0.471,0.213,0.212,0.133,0.137,0.136,0.138,0.132,0,0,0,0,0,0,0,0,0,0,0,0.45,0.279,0.213,0.189,0.174,0.209,0.184,0.201,0.188,0.203,0.192,0.345,0.183,0.192,0.195,0.369,0.386,0.327,0.381,0.31,0.268,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_heptane,2.67,0.01,19.36,-16.17,3.19,-0.06,2.52,362.6,167.4,197.4,150.6,174.155,148.801,0,0,0,0.437,0,0,0,0,0,0,0,0.437,0.183,0.187,0.117,0.116,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0.249,0.209,0.213,0.215,0.207,0.229,0.178,0,0,0,0.318,0,0,0,0.335,0.323,0.322,0.392,0.276,0.272,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_heptylamine,-3.79,-4.89,19.31,-17.14,2.17,-6.47,2.54,373.1,173.9,204.3,156.6,187.997,139.007,0,0,0,0.504,0,0,0,0,0,0,0,0.215,0.138,0.137,0.137,0.133,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.202,0.181,0.2,0.204,0.338,0.275,0.252,0.322,0,0,0.357,0,0,0,0.465,0.296,0.289,0.183,0.203,0.172,0.179,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
n_hexane,2.48,0.01,16.97,-13.93,3.04,-0.05,2.45,329.2,145.2,173.9,131.2,154.133,130.999,0,0,0,0.413,0,0,0,0,0,0,0,0.439,0.187,0.188,0.121,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.284,0.211,0.212,0.219,0.207,0,0,0,0,0,0.317,0,0,0,0.302,0.289,0.302,0.404,0.24,0.225,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_hexyl_acetate,-2.26,-5.49,22.22,-19.7,2.52,-6.36,2.65,421.2,195.7,231.7,176.4,210.634,162.438,0,0,0,0.156,0,0,0,0,0,0,0,0.473,0.482,0.209,0.132,0.131,0.154,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.22,0.18,0.185,0.235,0.274,0.222,0.224,0,0,0,0.39,0,0,0,0.279,0.434,0.346,0.328,0.314,0.288,0.2,0,0,0,0,0.482,0.115,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,o-sp2,o-sp3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
n_hexylamine,-3.95,-4.88,18,-15.66,2.34,-6.44,2.47,340.6,152,181.3,137.1,168.672,130.211,0,0,0,0.455,0,0,0,0,0,0,0,0.21,0.135,0.131,0.126,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0.194,0.233,0.326,0.312,0.241,0.332,0,0,0,0,0.354,0,0,0,0.329,0.317,0.268,0.211,0.224,0.211,0.188,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
n_hexylbenzene,-0.04,-2.71,24.44,-21.49,2.95,-2.81,2.72,451.2,229,258.4,207.7,234.017,194.462,0,0,0,0.351,0.105,0.12,0.123,0,0,0,0,0.351,0.351,0.226,0.238,0.054,0.449,0.116,0.193,0,0,0,0,0,0,0,0,0,0,0,0.415,0.188,0.308,0.244,0.149,0.146,0.162,0.203,0.211,0.176,0,0.414,0,0,0,0.414,0.243,0.233,0.414,0.307,0.32,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,c-sp3,c-sp3,c-sp3,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N_methylacetamide,-10,-9.93,12.78,-11.24,1.54,-11.21,2.27,251.5,86.8,114.4,80.3,115.38,101.143,0,0,0,0.132,0,0,0,0,0,0,0,0.386,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0.315,0.349,0.272,0.366,0.243,0,0,0,0,0.112,0,0.443,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,0,0,0,0,n-sp2,0,o-sp2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
N_methylaniline,-4.69,-7.1,15.65,-14.29,1.36,-7.83,2.39,305.7,126.2,150.9,118,151.725,143.763,0,0,0,0.308,0,0,0,0,0,0,0,0.308,0.308,0.254,0.208,0.1,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0.352,0.269,0.148,0.179,0.29,0.377,0.222,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp2,0,0,0,0,0,0,0,c-sp2,c-sp2,c-sp2,c-sp2,c-sp2,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
N_methylmorpholine,-6.32,-6.46,15.28,-14.69,0.59,-6.23,2.35,286.5,121.3,144.7,110.4,138.835,116.668,0,0,0,0.171,0,0,0,0,0,0,0,0.174,0.258,0.258,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.35,0.278,0,0,0,0,0,0,0,0,0.206,0,0,0,0.162,0.256,0.368,0.276,0.264,0.402,0.249,0,0,0.061,0,0.231,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,0,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,o-sp3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
N_methylpiperazine,-7.77,-8.4,14.98,-14.88,0.1,-8.21,2.36,289.2,123.8,146.5,112.4,142.301,117.162,0,0,0,0.234,0,0,0,0,0,0,0,0.233,0.157,0.154,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.257,0.274,0.239,0,0,0,0,0,0,0,0.384,0,0,0,0.397,0.231,0.221,0.306,0.251,0.228,0.375,0,0,0.18,0.064,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,0,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,n-sp3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1
N_methylpiperidine,-3.88,-4.18,16.12,-15.15,0.97,-3.82,2.38,297.8,137.2,156,124.4,142.82,123.935,0,0,0,0.229,0,0,0,0,0,0,0,0.212,0.215,0.187,0.187,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.232,0.281,0.121,0.282,0,0,0,0,0,0,0.243,0,0,0,0.342,0.179,0.225,0.341,0.254,0.28,0.274,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,0,0,0,0,0,0,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
n_nonane,3.13,0.01,23.04,-19.73,3.31,-0.07,2.67,427.6,211.1,243.3,189.5,212.873,161.591,0,0,0,0.489,0,0,0,0,0,0,0,0.491,0.207,0.211,0.129,0.13,0.13,0.13,0.129,0,0,0,0,0,0,0,0,0,0,0,0.335,0.319,0.149,0.223,0.206,0.154,0.19,0.188,0.177,0.206,0.136,0.439,0.186,0,0,0.327,0.452,0.343,0.299,0.271,0.291,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,h,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_octane,2.88,0.01,21.32,-18.2,3.12,-0.06,2.59,395,189.2,220.3,170,193.576,153.344,0,0,0,0.473,0,0,0,0,0,0,0,0.443,0.201,0.201,0.129,0.125,0.127,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.312,0.196,0.193,0.138,0.241,0.22,0.167,0.212,0.188,0,0.345,0,0,0,0.434,0.34,0.28,0.36,0.29,0.287,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,0,h,0,0,0,h,h,h,h,h,h,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_octylamine,-3.65,-5.12,21.71,-18.97,2.74,-6.79,2.62,406.4,196,227.8,176.2,207.945,153.12,0,0,0,0.507,0,0,0,0,0,0,0,0.21,0.136,0.14,0.136,0.137,0.129,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.23,0.2,0.217,0.191,0.259,0.221,0.312,0.304,0.406,0.232,0.376,0,0,0,0.451,0.262,0.315,0.193,0.206,0.22,0.186,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,c-sp3,0,0,0,0,0,0,0,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,c-sp3,0,0,0,0,0,0,0,0,0,0,0,0,h,h,h,h,h,h,h,h,h,h,h,h,0,0,0,h,h,h,h,h,h,h,0,0,n-sp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
